State,District,Region,State_key,District_key,RMNCH,Infectious_Diseases,NCD,SCA,FRP,UHC_Index,UHC_Gap,UHC_Tercile,Service_Coverage,FRP_D,SCA_FRP_Gap,UHC_District,UHC_Poorest20,UHC_Rural,UHC_SCST,UHC_ReligMin,Equity_Gap_Poor,Equity_Gap_Rural,Equity_Gap_SCST,Equity_Gap_ReligMin,SC_Pct,ST_Pct,PMJAY_Enrolled,Opt_Out,Type1_Score,Type2_Score,Type3_Score,Type1_Score_norm,Type2_Score_norm,Type3_Score_norm,TCFD_Type,TCFD_Description,DiD_Treatment,HC_Cluster,KM_Cluster,RMNCH_norm,NCD_norm,FRP_norm,UHC_Index_norm,SCA_norm,Infectious_Diseases_norm,Equity_Gap_Poor_norm,Equity_Gap_SCST_norm,Equity_Gap_Rural_norm,Equity_Gap_ReligMin_norm,SCA_FRP_Gap_norm,SC_Pct_norm,ST_Pct_norm,Type1_Score_norm,Type2_Score_norm,T3_ASHA_inv_norm,Type3_Score_norm
Jammu Kashmir,Badgam,North,Jammu Kashmir,Badgam,73.02,87.27,5.66,52.58,35.09,36.69,63.31,Low UHC,37.1,35.09,2.01,36.69,21.41,36.72,34.1,36.7,15.28,-0.03,2.59,-0.01,,,1,0,1,0.40325134471797686,0.4558605993865908,0.3333333333333333,0.5540685417127494,0.46290183700429,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,1.0,0.806787734444775,0.0411962160512664,0.1543141592920354,0.2389483480688691,0.5184739439162354,0.8812359550561797,0.6697047028800582,0.33739837398373984,0.12766848053578903,0.20265095729013255,0.7337413925019127,,,0.3333333333333333,0.5540685417127494,0.6338404056578596,0.46290183700429
Jammu Kashmir,Srinagar,North,Jammu Kashmir,Srinagar,76.17,86.65,7.1,54.56,56.52,42.85,57.15,Medium UHC,39.99,56.52,-16.53,42.85,35.56,39.64,39.09,42.84,7.29,3.21,3.76,0.01,,,1,0,0,0.3239672506964173,0.3883122334449578,0.0,0.3891147803172835,0.36241952628683805,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,3.0,0.0,0.8536766894909199,0.0851388465059505,0.4506360619469027,0.3822708236389017,0.5423035262967866,0.8742696629213483,0.37841779074006554,0.3902439024390244,0.26329007953118455,0.203240058910162,0.5310962946770138,,,0.0,0.3891147803172835,0.6338404056578596,0.36241952628683805
Jammu Kashmir,Rajouri,North,Jammu Kashmir,Rajouri,74.84,79.14,7.81,65.42,48.88,43.05,56.95,Medium UHC,41.7,48.88,-7.18,43.05,20.09,42.93,39.36,41.55,22.96,0.12,3.69,1.5,,,1,0,0,0.5279668180213218,0.4223778872504738,0.0,0.8135441235363672,0.4130942622743339,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.8338791306936587,0.1068050045773573,0.3449944690265487,0.3869241507677987,0.6730051751113251,0.7898876404494382,0.949690120306234,0.38708220415537486,0.13394725826705733,0.24712812960235642,0.633293256093562,,,0.0,0.8135441235363672,0.6338404056578596,0.4130942622743339
Jammu Kashmir,Pulwama,North,Jammu Kashmir,Pulwama,72.21,92.8,13.01,52.58,45.11,46.04,53.96,Medium UHC,46.27,45.11,1.16,46.04,39.11,45.94,45.76200000000001,46.04,6.93,0.1,0.28,0.0,,,1,0,0,0.267100437673889,0.45276372176790747,0.0,0.27080107789813357,0.45829504282360845,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,1.0,1.0,0.7947305745757663,0.2654867256637168,0.2928650442477876,0.4564913913448114,0.5184739439162354,0.943370786516854,0.36529347429821357,0.23306233062330622,0.13311008790288822,0.20294550810014728,0.7244507596458628,,,0.0,0.27080107789813357,0.6338404056578596,0.45829504282360845
Jammu Kashmir,Kulgam,North,Jammu Kashmir,Kulgam,76.74,90.04,8.7,47.76,34.01,39.62,60.38,Low UHC,41.16,34.01,7.15,39.62,29.95,38.7,39.96,39.63,9.67,0.92,-0.34,-0.01,,,1,0,1,0.2909645931795011,0.47458760051604026,0.3333333333333333,0.3204514177520087,0.4907593924027637,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,3.0,1.0,0.8621613575468888,0.1339639914555996,0.1393805309734513,0.3071195905072125,0.4604645565049945,0.9123595505617978,0.46518410499453144,0.2050587172538392,0.16743407283382167,0.20265095729013255,0.7899223958902611,,,0.3333333333333333,0.3204514177520087,0.6338404056578596,0.4907593924027637
Jammu Kashmir,Shupiyan,North,Jammu Kashmir,Shupiyan,75.83,91.79,6.47,67.09,38.06,40.94,59.06,Low UHC,41.7,38.06,3.64,40.94,25.34,40.58,41.22200000000001,40.97,15.6,0.36,-0.28,-0.03,,,1,0,0,0.36373378732123185,0.4617993176435952,0.0,0.4718506666875051,0.47173604231547916,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,3.0,0.0,0.8486156594224471,0.0659139456820262,0.1953816371681416,0.3378315495579338,0.6931038632807798,0.9320224719101124,0.6813707619394823,0.2077687443541102,0.14399330263708662,0.2020618556701031,0.7515575472729259,,,0.0,0.4718506666875051,0.6338404056578596,0.47173604231547916
Jammu Kashmir,Jammu,North,Jammu Kashmir,Jammu,71.32,87.03,8.21,59.65,60.42,44.96,55.04,Medium UHC,41.76,60.42,-18.66,44.96,34.12,42.74,42.01,46.57,10.84,2.22,2.95,-1.61,,,1,0,0,0.3390064992345641,0.3805518224710809,0.0,0.42040454462049903,0.3508754420458363,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,0.0,0.7814825841024112,0.1190112908147696,0.5045630530973453,0.4313634248487668,0.6035624022144661,0.8785393258426966,0.5078381334305504,0.35365853658536583,0.22185014650481372,0.15552282768777614,0.507815061755383,,,0.0,0.42040454462049903,0.6338404056578596,0.3508754420458363
Jammu Kashmir,Kathua,North,Jammu Kashmir,Kathua,71.74,86.37,7.48,59.65,41.47,40.92,59.08,Low UHC,40.78,41.47,-0.69,40.92,34.56,41.13,39.11,37.78,6.36,-0.21,1.81,3.14,,,1,0,0,0.3140385969078678,0.4460234587154792,0.0,0.36845781490415497,0.4482684907833019,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,3.0,1.0,0.7877344447752307,0.0967348184314922,0.242533185840708,0.3373662168450442,0.6035624022144661,0.8711235955056179,0.3445133065986147,0.3021680216802168,0.12013394725826704,0.29543446244477173,0.7042299704885779,,,0.0,0.36845781490415497,0.6338404056578596,0.4482684907833019
Jammu Kashmir,Kishtwar,North,Jammu Kashmir,Kishtwar,69.65,79.37,7.06,47.22,57.82,40.32,59.68,Low UHC,36.84,57.82,-20.98,40.32,27.92,40.17,33.46,39.67,12.4,0.15,6.86,0.65,,,1,0,0,0.4390211504609021,0.37209916826479245,0.0,0.6284890679796724,0.33830160381150587,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.7566239952366777,0.0839182178822093,0.4686117256637168,0.3234062354583527,0.4539655794921169,0.7924719101123595,0.5647101713452424,0.5302619692863595,0.13520301381331098,0.22209131075110455,0.4824570991365176,,,0.0,0.6284890679796724,0.6338404056578596,0.33830160381150587
Jammu Kashmir,Samba,North,Jammu Kashmir,Samba,73.22,87.22,9.19,47.22,51.57,42.76,57.24,Medium UHC,40.8,51.57,-10.77,42.76,28.29,42.19,39.49,39.1,14.47,0.57,3.27,3.66,,,1,0,0,0.4396793699683022,0.4092981335433292,0.0,0.6298585202627494,0.3936373315582794,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,1.0,0.8097648109556416,0.1489166920964297,0.3821902654867257,0.380176826430898,0.4539655794921169,0.8806741573033707,0.6401749908858914,0.36811201445347785,0.15278359146086226,0.31075110456553756,0.5940539949721281,,,0.0,0.6298585202627494,0.6338404056578596,0.3936373315582794
Jammu Kashmir,Anantnag,North,Jammu Kashmir,Anantnag,69.37,91.85,8.15,47.76,39.36,39.62,60.38,Low UHC,39.69,39.36,0.33,39.62,21.51,39.41,30.76,39.65,18.11,0.21,8.86,-0.03,,,1,0,1,0.5318448247730007,0.4497397118578991,0.3333333333333333,0.8216124732892505,0.4537966438001195,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,1.0,0.7524560881214647,0.1171803478791577,0.2133573008849558,0.3071195905072125,0.4604645565049945,0.9326966292134832,0.7728764126868392,0.6205962059620596,0.13771452490581831,0.2020618556701031,0.7153787299158377,,,0.3333333333333333,0.8216124732892505,0.6338404056578596,0.4537966438001195
Jammu Kashmir,Ramban,North,Jammu Kashmir,Ramban,63.19,72.53,9.69,59.65,45.06,41.25,58.75,Low UHC,40.35,45.06,-4.71,41.25,27.52,40.96,35.81,40.79,13.73,0.29,5.44,0.46,,,1,0,0,0.4319389119728035,0.43137704927182413,0.0,0.6137541846196641,0.42648106418760834,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.660464423935695,0.164174549893195,0.2921736725663718,0.3450442066077244,0.6035624022144661,0.7156179775280899,0.6131972293109734,0.46612466124661245,0.14106320636249475,0.21649484536082475,0.6602907421576127,,,0.0,0.6137541846196641,0.6338404056578596,0.42648106418760834
Jammu Kashmir,Punch,North,Jammu Kashmir,Punch,71.23,80.62,7.3,47.22,45.85,39.05,60.95,Low UHC,37.51,45.85,-8.34,39.05,20.14,38.65,36.07,38.7,18.91,0.4,2.98,0.35,,,1,0,1,0.4567699656405211,0.4181515601473296,0.3333333333333333,0.6654161951710982,0.4068073431571687,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.7801428996725216,0.0912419896246567,0.3030973451327434,0.2938576081898556,0.4539655794921169,0.8065168539325842,0.8020415603353992,0.35501355013550134,0.14566764336542484,0.21325478645066273,0.6206142747841293,,,0.3333333333333333,0.6654161951710982,0.6338404056578596,0.4068073431571687
Jammu Kashmir,Reasi,North,Jammu Kashmir,Reasi,62.21,78.49,5.34,59.65,43.71,36.85,63.15,Low UHC,35.32,43.71,-8.39,36.85,14.9,36.23,31.49,33.85,21.95,0.62,5.36,3.0,,,1,0,1,0.5555637214280257,0.4179693908756424,0.3333333333333333,0.870960596234728,0.4065363552641875,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.6458767490324501,0.0314311870613366,0.2735066371681416,0.2426710097719869,0.6035624022144661,0.7825842696629213,0.912869121399927,0.4625112917795845,0.15487651737128505,0.29131075110456556,0.6200677669690676,,,0.3333333333333333,0.870960596234728,0.6338404056578596,0.4065363552641875
Jharkhand,Ranchi,East,Jharkhand,Ranchi,62.49,82.74,7.17,35.95,72.98,39.59,60.41,Low UHC,33.97,72.98,-39.01,39.59,36.0,39.66,38.49,36.48,3.59,-0.07,1.1,3.11,9.0,33.0,1,0,1,0.26939305351351556,0.31085693174109125,0.3333333333333333,0.27557095779457763,0.24720004489706007,Type_I,Structural-Physical: Geographic isolation or terrain prevents service access.,1,3.0,1.0,0.6500446561476629,0.0872749465974977,0.6782356194690267,0.306421591437878,0.3183295222048381,0.8303370786516853,0.24352898286547572,0.27009936766034326,0.1259941398074508,0.29455081001472755,0.28538638102524866,0.2821316614420063,0.3481012658227848,0.3333333333333333,0.27557095779457763,0.6471844141980251,0.24720004489706007
Jharkhand,Kodarma,East,Jharkhand,Kodarma,63.32,74.64,6.33,27.03,63.89,34.89,65.11,Low UHC,29.99,63.89,-33.9,34.89,33.22,34.6,34.97,36.99,1.67,0.29,-0.08,-2.1,11.8,26.2,1,0,1,0.1771415448425555,0.32947463130752835,0.3333333333333333,0.08363796622197656,0.27489500755974494,Type_I,Structural-Physical: Geographic isolation or terrain prevents service access.,1,3.0,1.0,0.6623995236677582,0.0616417454989319,0.5525442477876106,0.1970684039087947,0.2109760500661933,0.7393258426966292,0.1735326285089318,0.2168021680216802,0.14106320636249475,0.1410898379970545,0.34123947972456004,0.3699059561128527,0.2763713080168776,0.3333333333333333,0.08363796622197656,0.6471844141980251,0.27489500755974494
Jharkhand,Godda,East,Jharkhand,Godda,50.6,78.67,8.69,41.56,61.77,38.87,61.13,Low UHC,34.63,61.77,-27.14,38.87,23.51,38.69,35.76,36.28,15.36,0.18,3.11,2.59,8.0,35.1,1,0,1,0.4375802203527659,0.35410391683964476,0.3333333333333333,0.6254911546632836,0.3115325706908114,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.4730574575766597,0.1336588342996643,0.5232300884955754,0.2896696137738481,0.3858466722830665,0.7846067415730337,0.6726212176449143,0.36088527551942184,0.13645876935956466,0.2792341678939617,0.4151273363209093,0.25078369905956116,0.370253164556962,0.3333333333333333,0.6254911546632836,0.6471844141980251,0.3115325706908114
Jharkhand,Purbi Singhbhum,East,Jharkhand,Purbi Singhbhum,65.63,82.67,7.76,28.71,74.22,38.96,61.04,Low UHC,33.16,74.22,-41.06,38.96,32.69,37.82,36.3,37.75,6.27,1.14,2.66,1.21,11.8,26.2,1,0,1,0.30679281862249014,0.30338799160191393,0.3333333333333333,0.35338268038744325,0.2360895412848283,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,3.0,1.0,0.6967847573682643,0.1052792187976808,0.6953816371681416,0.291763610981852,0.2311950896618124,0.8295505617977528,0.34123222748815163,0.3405600722673893,0.17664294683968185,0.23858615611192932,0.26297956060771666,0.3699059561128527,0.2763713080168776,0.3333333333333333,0.35338268038744325,0.6471844141980251,0.2360895412848283
Jharkhand,Sahibganj,East,Jharkhand,Sahibganj,47.97,72.89,5.82,22.63,58.18,30.59,69.41,Low UHC,26.05,58.18,-32.13,30.59,18.82,30.48,28.44,29.08,11.77,0.11,2.15,1.51,11.8,26.2,1,0,1,0.3688967132998194,0.33592342352525706,0.3333333333333333,0.4825923428141541,0.28448797897128164,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.4339089014587675,0.0460787305462313,0.4735896017699115,0.0970218706375057,0.1580214225538572,0.7196629213483146,0.5417426175720014,0.3175248419150858,0.13352867308497277,0.24742268041237114,0.36058585637774615,0.3699059561128527,0.2763713080168776,0.3333333333333333,0.4825923428141541,0.6471844141980251,0.28448797897128164
Jharkhand,Gumla,East,Jharkhand,Gumla,61.82,74.88,6.28,33.56,72.22,37.12,62.88,Low UHC,31.43,72.22,-40.79,37.12,32.33,36.89,36.02,37.5,4.79,0.23,1.1,-0.38,6.0,67.0,1,0,1,0.24970954977274884,0.3043717056690251,0.3333333333333333,0.23461863287303308,0.23755287590692717,Type_I,Structural-Physical: Geographic isolation or terrain prevents service access.,1,3.0,1.0,0.6400714498362607,0.0601159597192554,0.6677267699115044,0.2489530013959979,0.2895655313515465,0.7420224719101123,0.28727670433831565,0.27009936766034326,0.13855169526998742,0.1917525773195876,0.2659307028090502,0.18808777429467088,0.7067510548523206,0.3333333333333333,0.23461863287303308,0.6471844141980251,0.23755287590692717
Jharkhand,Khunti,East,Jharkhand,Khunti,52.71,74.31,9.23,35.95,67.73,38.81,61.19,Low UHC,33.77,67.73,-33.96,38.81,19.46,38.01,38.11,36.17,19.35,0.8,0.7,2.64,6.0,72.2,1,0,1,0.45027394460378184,0.3292560281815036,0.3333333333333333,0.6519009609070499,0.2745698220881674,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.5044656147662995,0.1501373207201709,0.605641592920354,0.2882736156351791,0.3183295222048381,0.7356179775280899,0.8180823915421072,0.25203252032520324,0.162411050648807,0.28070692194403535,0.3405836703464859,0.18808777429467088,0.7616033755274262,0.3333333333333333,0.6519009609070499,0.6471844141980251,0.2745698220881674
Jharkhand,Dhanbad,East,Jharkhand,Dhanbad,60.03,80.86,7.17,41.92,68.09,39.75,60.25,Low UHC,34.75,68.09,-33.34,39.75,31.71,39.38,38.55,36.99,8.04,0.37,1.2,2.76,14.0,11.0,1,0,1,0.3215392426063103,0.3315149271504256,0.3333333333333333,0.38406321137266186,0.27793007196113506,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,1.0,0.6134266150640071,0.0872749465974977,0.6106194690265487,0.3101442531409957,0.3901793236249849,0.8092134831460673,0.40576011666059053,0.27461607949412825,0.1444118878191712,0.28424153166421207,0.34736036725325165,0.43887147335423204,0.1160337552742616,0.3333333333333333,0.38406321137266186,0.6471844141980251,0.27793007196113506
Jharkhand,Jamtara,East,Jharkhand,Jamtara,60.94,80.08,7.01,36.28,77.93,39.55,60.45,Low UHC,33.38,77.93,-44.55,39.55,35.39,39.25,36.35,35.48,4.16,0.3,3.2,4.07,9.0,27.0,1,0,1,0.31736238483701484,0.29067257643814376,0.3333333333333333,0.37537309000138397,0.21717458635473627,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,1.0,1.0,0.6269723131884488,0.0823924321025328,0.7466814159292037,0.3054909260120985,0.3223011192682633,0.8004494382022471,0.2643091505650747,0.36495031616982837,0.1414817915445793,0.3228276877761414,0.2248333151164062,0.2821316614420063,0.28481012658227844,0.3333333333333333,0.37537309000138397,0.6471844141980251,0.21717458635473627
Jharkhand,Chatra,East,Jharkhand,Chatra,56.17,76.94,5.35,22.06,76.52,32.98,67.02,Low UHC,26.72,76.52,-49.8,32.98,26.14,32.9,30.11,23.04,6.84,0.08,2.87,9.94,11.0,36.0,1,0,1,0.40259552518695835,0.2715448029109823,0.3333333333333333,0.5527040826775147,0.1887208575917038,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.555969038404287,0.0317363442172718,0.7271847345132745,0.1526291298278267,0.1511613912624864,0.7651685393258426,0.36201239518775064,0.35004516711833783,0.13227291753871911,0.49572901325478647,0.16744999453492182,0.3448275862068966,0.37974683544303794,0.3333333333333333,0.5527040826775147,0.6471844141980251,0.1887208575917038
Jharkhand,Saraikela- Kharsawan,East,Jharkhand,Saraikela- Kharsawan,65.87,81.41,10.72,36.27,76.17,43.67,56.33,Medium UHC,38.0,76.17,-38.17,43.67,31.11,43.44,42.0,40.54600000000001,12.56,0.23,1.67,3.12,11.0,27.0,1,0,0,0.38707772893753817,0.313917375505437,0.0,0.5204186805234048,0.2517526414991452,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,3.0,1.0,0.7003572491813039,0.1956057369545316,0.722345132743363,0.4013494648673801,0.3221807678420989,0.8153932584269662,0.5705432008749544,0.29584462511291776,0.13855169526998742,0.2948453608247423,0.2945677123182861,0.3448275862068966,0.28481012658227844,0.0,0.5204186805234048,0.6471844141980251,0.2517526414991452
Jharkhand,Dumka,East,Jharkhand,Dumka,55.34,73.63,14.39,36.28,67.9,42.85,57.15,Medium UHC,38.19,67.9,-29.71,42.85,24.62,42.42,39.52,37.1,18.23,0.43,3.33,5.75,8.0,55.9,1,0,0,0.5067951500821626,0.3447404162749201,0.0,0.7694956128649777,0.2976037929915747,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.5436141708841917,0.3075984131827891,0.6079922566371683,0.3822708236389017,0.3223011192682633,0.7279775280898876,0.7772511848341233,0.37082204155374887,0.1469233989116785,0.3723122238586156,0.3870368346267351,0.25078369905956116,0.5896624472573839,0.0,0.7694956128649777,0.6471844141980251,0.2976037929915747
Jharkhand,Latehar,East,Jharkhand,Latehar,55.8,77.52,8.08,39.51,77.85,40.39,59.61,Low UHC,34.28,77.85,-43.57,40.39,32.27,40.04,39.13,40.59,8.12,0.35,1.26,-0.2,8.0,42.0,1,0,0,0.2943524099732328,0.29424309416321387,0.0,0.32749990748934255,0.22248594905716898,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.5504614468591842,0.1150442477876106,0.7455752212389382,0.3250348999534667,0.3611746299193645,0.7716853932584269,0.4086766314254465,0.27732610659439927,0.14357471745500208,0.19705449189985272,0.23554486829161653,0.25078369905956116,0.4430379746835443,0.0,0.32749990748934255,0.6471844141980251,0.22248594905716898
Jharkhand,Giridih,East,Jharkhand,Giridih,56.9,80.77,10.07,22.16,74.36,37.71,62.29,Low UHC,31.82,74.36,-42.54,37.71,33.63,37.29,36.47,39.62,4.08,0.42,1.24,-1.91,11.0,22.0,1,0,1,0.2281672344717318,0.2979957811599713,0.3333333333333333,0.18979897538784357,0.228068299652583,Type_I,Structural-Physical: Geographic isolation or terrain prevents service access.,1,1.0,1.0,0.566835367668949,0.1757705218187366,0.6973174778761062,0.2626803164262447,0.1523649055241304,0.8082022471910111,0.2613926358002187,0.2764227642276423,0.14650481372959395,0.14668630338733432,0.24680292928188874,0.3448275862068966,0.2320675105485232,0.3333333333333333,0.18979897538784357,0.6471844141980251,0.228068299652583
Jharkhand,Ramgarh,East,Jharkhand,Ramgarh,67.24,77.16,10.62,33.19,63.18,40.98,59.02,Low UHC,36.77,63.18,-26.41,40.98,36.73,39.59,39.26,41.89,4.25,1.39,1.72,-0.91,14.0,20.0,1,0,0,0.24727819836471832,0.3567635882062787,0.0,0.22956010802037174,0.31548899392833796,Type_III,Policy-Actionable: PM-JAY gap or ASHA deficit — addressable in one budget cycle.,1,3.0,1.0,0.7207502232807382,0.1925541653951785,0.5427267699115044,0.3387622149837132,0.2851125285834636,0.7676404494382022,0.2675902296755377,0.29810298102981025,0.1871075763917957,0.17614138438880705,0.42310635042081096,0.43887147335423204,0.21097046413502107,0.0,0.22956010802037174,0.6471844141980251,0.31548899392833796
Jharkhand,Hazaribagh,East,Jharkhand,Hazaribagh,60.57,78.87,8.38,33.19,76.76,39.97,60.03,Low UHC,33.95,76.76,-42.81,39.97,33.7,40.04,39.48,37.99,6.27,-0.07,0.49,1.98,13.0,19.0,1,0,1,0.2816820738151566,0.2970120670928601,0.3333333333333333,0.30113876111802484,0.22660496503048413,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,1.0,1.0,0.6214647216433462,0.1241989624656698,0.730503318584071,0.3152629129827825,0.2851125285834636,0.7868539325842696,0.34123222748815163,0.24254742547425473,0.1259941398074508,0.26126656848306334,0.24385178708055522,0.4075235109717869,0.20042194092827004,0.3333333333333333,0.30113876111802484,0.6471844141980251,0.22660496503048413
Jharkhand,Pashchimi Singhbhum,East,Jharkhand,Pashchimi Singhbhum,52.47,69.7,4.91,36.27,72.37,34.25,65.75,Low UHC,28.41,72.37,-43.96,34.25,25.35,33.58,33.54,32.35,8.9,0.67,0.71,1.9,11.8,26.2,1,0,1,0.3161690012981066,0.2928221738440533,0.3333333333333333,0.3728902073253605,0.22037224349191512,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,1.0,1.0,0.5008931229532598,0.0183094293561184,0.6698008849557524,0.1821777570963237,0.3221807678420989,0.6838202247191011,0.43711265038279257,0.25248419150858176,0.1569694432817078,0.25891016200294553,0.23128210733413485,0.3699059561128527,0.2763713080168776,0.3333333333333333,0.3728902073253605,0.6471844141980251,0.22037224349191512
Jharkhand,Lohardaga,East,Jharkhand,Lohardaga,60.9,76.77,10.14,9.5,58.65,30.51,69.49,Low UHC,25.91,58.65,-32.74,30.51,27.87,29.77,28.99,29.73,2.64,0.74,1.52,0.78,5.0,54.2,1,0,1,0.24129513289211568,0.33370095841067265,0.3333333333333333,0.21711209853548352,0.28118192667691033,Type_I,Structural-Physical: Geographic isolation or terrain prevents service access.,1,1.0,1.0,0.6263768978862756,0.1779066219102838,0.4800884955752212,0.0951605397859469,0.0,0.763258426966292,0.20889537003281078,0.28906955736224027,0.15989953955629968,0.22592047128129603,0.3539184610339927,0.15673981191222572,0.5717299578059072,0.3333333333333333,0.21711209853548352,0.6471844141980251,0.28118192667691033
Jharkhand,Simdega,East,Jharkhand,Simdega,46.03,71.34,6.31,33.56,79.83,35.39,64.61,Low UHC,28.88,79.83,-50.95,35.39,28.27,35.44,34.47,33.58,7.12,-0.05,0.92,1.81,6.0,66.0,1,0,1,0.2968162293123633,0.2673549096621755,0.3333333333333333,0.332625983184651,0.18248813605313477,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,1.0,1.0,0.405031259303364,0.0610314311870613,0.772953539823009,0.2087017217310376,0.2895655313515465,0.7022471910112359,0.3722201968647466,0.26196928635953026,0.12683131017161992,0.25625920471281294,0.1548803147885014,0.18808777429467088,0.6962025316455696,0.3333333333333333,0.332625983184651,0.6471844141980251,0.18248813605313477
Jharkhand,Palamu,East,Jharkhand,Palamu,61.83,78.59,9.46,39.51,77.53,42.63,57.37,Medium UHC,36.71,77.53,-40.82,42.63,37.82,42.05,40.7,43.89,4.81,0.58,1.93,-1.26,14.0,15.0,1,0,0,0.25380867164952664,0.30426240410601274,0.0,0.2431470215787055,0.2373902831711384,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,1.0,1.0,0.640220303661804,0.157155935306683,0.7411504424778763,0.3771521637971149,0.3611746299193645,0.7837078651685393,0.28800583302952965,0.30758807588075876,0.15320217664294683,0.1658321060382916,0.2656027981200131,0.43887147335423204,0.1582278481012658,0.0,0.2431470215787055,0.6471844141980251,0.2373902831711384
Jharkhand,Pakur,East,Jharkhand,Pakur,51.33,71.03,9.32,24.15,72.49,35.89,64.11,Low UHC,30.1,72.49,-42.39,35.89,29.47,36.1,34.17,34.0,6.42,-0.21,1.72,1.89,6.0,57.0,1,0,1,0.30113976163166584,0.29854228897503304,0.3333333333333333,0.34162126688417693,0.22888126333152678,Mixed,Multiple pathways near-equal — multi-pronged intervention required.,1,1.0,1.0,0.4839237868413217,0.1528837351235887,0.6714601769911503,0.2203350395532805,0.176314839330846,0.6987640449438202,0.3467006926722566,0.29810298102981025,0.12013394725826704,0.2586156111929308,0.248442452727074,0.18808777429467088,0.6012658227848101,0.3333333333333333,0.34162126688417693,0.6471844141980251,0.22888126333152678
Jharkhand,Deoghar,East,Jharkhand,Deoghar,47.82,76.61,11.02,23.66,72.78,37.02,62.98,Low UHC,31.26,72.78,-41.52,37.02,22.34,36.95,34.69,35.2,14.68,0.07,2.33,1.82,11.0,17.0,1,0,1,0.410013173627455,0.3017120343023912,0.3333333333333333,0.5681367999970367,0.23359645266940068,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.4316760940756177,0.2047604516325908,0.675470132743363,0.2466263378315495,0.1704176194487904,0.7614606741573033,0.6478308421436383,0.32565492321589884,0.13185433235663455,0.25655375552282766,0.2579516887091485,0.3448275862068966,0.17932489451476794,0.3333333333333333,0.5681367999970367,0.6471844141980251,0.23359645266940068
Jharkhand,Garhwa,East,Jharkhand,Garhwa,58.55,80.03,8.82,26.53,75.84,38.37,61.63,Low UHC,32.36,75.84,-43.48,38.37,24.72,38.27,36.07,35.94,13.65,0.1,2.3,2.43,8.0,34.0,1,0,1,0.4030339930485356,0.29457099885225096,0.3333333333333333,0.5536163327815334,0.22297372726453532,Type_II,Historical Injustice: SC/ST or income gaps embedded in health system access.,1,1.0,1.0,0.5913962488835962,0.1376258773268233,0.7177820796460179,0.2780362959516053,0.2049584787579733,0.7998876404494382,0.6102807145461173,0.3242999096657633,0.13311008790288822,0.2745213549337261,0.23652858235872776,0.25078369905956116,0.35864978902953587,0.3333333333333333,0.5536163327815334,0.6471844141980251,0.22297372726453532
